CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
03-01-0052-46;03-001;SACATEPEQUEZ;ANTIGUA GUATEMALA;ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA;5A. CALLE ORIENTE N-17;78328708;MIRIAM ARACELY ORTIZ MENDOZA DE CHICOJAY;;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0053-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO INDIGENA NUESTRA SEÑORA DEL SOCORRO;PLAZUELA BELEN;78320322;ZOILA ESTHELA JONFE OROZCO;MARIA CONSUELO QUINTANILLA MEZA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0055-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO ROSALES;CALLE DE LOS NAZARENOS NO. 16;78325538;ZOILA ESTHELA JONFE OROZCO;LYDIA ROSALES CHAVEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0056-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO ANTIGUEÑO;3A. CALLE ORIENTE N-11;78320670;ZOILA ESTHELA JONFE OROZCO;JOSUÉ NATHAN SOLÓRZANO BERDÚO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0057-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO LA SALLE;4A. AVENIDA NORTE N-26;78320556;ZOILA ESTHELA JONFE OROZCO;PIO RAUL HERNANDEZ GARCIA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0058-46;03-001;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO NORMAL P/SEÑORITAS OLIMPIA LEAL;5A. CALLE ORIENTE N-15;78323391;MIRIAM ARACELY ORTIZ MENDOZA DE CHICOJAY;;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0059-46;03-001;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO NORMAL PARA VARONES ANTONIO LARRAZABAL;FINCA LA PRIMAVERA SALIDA A SANTA MARIA DE JESUS KM.2;58437849;MIRIAM ARACELY ORTIZ MENDOZA DE CHICOJAY;MANUEL ANTONIO ESTRADA ORTIZ;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0075-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO MUNDO VERDE;2A. AVENIDA SUR NO. 46;78320315;ZOILA ESTHELA JONFE OROZCO;MANUEL ESTRADA ORTIZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0089-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO REY DE LAS NACIONES;KILOMETRO 50, CARRETERA A SAN JUAN DEL OBISPO;78329202;ZOILA ESTHELA JONFE OROZCO;---;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0090-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI;CALLE ANCHA NO. 86;78320255;ZOILA ESTHELA JONFE OROZCO;JUAN RAMON MARROQUIN GOMEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0091-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO TECNICO EMPRESARIAL;CALLE CHIPILAPA NO. 11;78326854;ZOILA ESTHELA JONFE OROZCO;---;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0096-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;CENTRO EDUCACIONAL VALLE VERDE;CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR;78321483;ZOILA ESTHELA JONFE OROZCO;ADOLFO VALLE LIMA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0098-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO DE ENSEÑANZA SUPERIOR INTERNACIONAL LESI;CALLE DE LA PILA COLORADA CASA NO. 6, SAN FELIPE DE JESUS;78311345;ZOILA ESTHELA JONFE OROZCO;JUAN ALBERTO MONROY GAYTAN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0100-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO DE ENSEÑANZA SUPERIOR INTERNACIONAL LESI;CALLE DE LA PILA COLORADA CASA NO. 6;78311345;ZOILA ESTHELA JONFE OROZCO;JUAN ALBERTO MONROY GAYTAN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0103-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO COLONIAL BILINGUE;LOTE F-6, MANZANA G, SAN PEDRO EL PANORAMA;79346373;ZOILA ESTHELA JONFE OROZCO;MERCEDES DE LAS NIEVES BLANCO ROMEU;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0108-46;03-009;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO AMERICANO SUPERIOR;CALLE DE LOS NAZARENOS NO.28;78824810;MIRNA LIZETH MONTENEGRO MEZA DE MARROQUIN;CARLOS RAFAEL NEVARES GOMEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0119-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA;2DA. CALLE ORIENTE NO. 1 ALDEA SAN JUAN DEL OBISPO;44535470;ZOILA ESTHELA JONFE OROZCO;SHIRLEY BETZABE FAREL BAL DE REQUENA;DIVERSIFICADO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0120-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO BELEN;CALLE DEL HERMANO PEDRO, PLAZUELA BELEN;78320322;ZOILA ESTHELA JONFE OROZCO;MARIA CONSUELO QUINTANILLA MEZA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0127-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO TECNOLOGICO EMPRESARIAL;CALLE CHIPILAPA NO. 11;78326854;ZOILA ESTHELA JONFE OROZCO;JUAN JOSE CASTILLO REGUAN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0128-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO TECNOLOGICO EMPRESARIAL;CALLE CHIPILAPA NO. 11;78326854;ZOILA ESTHELA JONFE OROZCO;JUAN JOSE CASTILLO REGUAN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0129-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO TECNOLOGICO EMPRESARIAL;CALLE CHIPILAPA NO. 11;78326854;ZOILA ESTHELA JONFE OROZCO;LILIA ELIZABETH MORALES VELASQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0133-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO TECNOLOGICO EMPRESARIAL;CALLE CHIPILAPA NO. 11;78326854;ZOILA ESTHELA JONFE OROZCO;JUAN JOSE CASTILLO REGUAN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0134-46;03-009;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO LICEO ANTIGÜEÑO;3A. CALLE ORIENTE NO.11;78311081;MIRNA LIZETH MONTENEGRO MEZA DE MARROQUIN;AXEL SOLÓRZANO ESPINOZA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0138-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO CENTRAL;5TA. CALLE PONIENTE NO. 22;78321738;ZOILA ESTHELA JONFE OROZCO;FRANCISCO ROLANDO PAREDES RAMIREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0139-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO SUPERIOR INTERNACIONAL JUAN PABLO II (LESI);CALLE ANCHA DE LOS HERREROS NO. 16;78324149;ZOILA ESTHELA JONFE OROZCO;JUAN ALBERTO MONROY GAYTAN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0140-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO MIXTO NUESTRA SEÑORA DE FÁTIMA;2A. CALLE ORIENTE NO. 22 LA ANTIGUA GUATEMALA;78328796;ZOILA ESTHELA JONFE OROZCO;CLAUDIA NINETH MONZON;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0141-46;03-001;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA, JORNADA NOCTURNA;ALDEA SAN PEDRO LAS HUERTAS;54749861;MIRIAM ARACELY ORTIZ MENDOZA DE CHICOJAY;RICARDO PEREIRA SOLORZANO;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0147-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO TRIDENTINO;COLONIA SAN FRANCISCO NO.7;78322944;ZOILA ESTHELA JONFE OROZCO;LESLIE JANETH DE LEON JUAREZ DE BARILLAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0148-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO AMERICANO SUPERIOR;CALLE LOS NAZARENOS NO. 28;79372450;ZOILA ESTHELA JONFE OROZCO;JAIRO SAUL REYES BARRIOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0153-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;CENTRO EDUCACIONAL VALLE COLONIAL;CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR;78321483;ZOILA ESTHELA JONFE OROZCO;ADOLFO VALLE LIMA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0154-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;CENTRO EDUCACIONAL VALLE COLONIAL;CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR;78321483;ZOILA ESTHELA JONFE OROZCO;ADOLFO VALLE LIMA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0155-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;CENTRO EDUCACIONAL VALLE COLONIAL;CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR;78321483;ZOILA ESTHELA JONFE OROZCO;MARIA JOSEFINA ALVAREZ GUTIERREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0156-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO INDIGENA NUESTRA SEÑORA DEL SOCORRO;PLAZUELA DE BELEN;78320322;ZOILA ESTHELA JONFE OROZCO;MARIA CONSUELO QUINTANILLA MEZA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0164-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;"CENTRO ACADEMICO ""NUESTRA EXCELENCIA"" (CANE)";CALLE DE BELEN NO. 18;56971118;ZOILA ESTHELA JONFE OROZCO;ELVIA LORENA LOPEZ VILLAGRAN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0167-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO TECNOLOGICO EMPRESARIAL;CALLE CHIPILAPA NO. 11;78326854;ZOILA ESTHELA JONFE OROZCO;LILIA ELIZABETH MORALES VELASQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0169-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;CENTRO EDUCATIVO LICEO SANTA FE;KILOMETRO 1.5 CARRETERA A CIUDAD VIEJA;59715707;ZOILA ESTHELA JONFE OROZCO;RAUL EDUARDO NAJERA RODRIGUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0172-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO MIXTO INTEGRAL SANTIAGO;LOTIFICACION EL COROZAL NO. 6-7;78325208;ZOILA ESTHELA JONFE OROZCO;JOSE ANTONIO CARRASCOZA OCHAETA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0178-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO SUPERIOR INTERNACIONAL JUAN PABLO II (LESI);CALLE ANCHA DE LOS HERREROS NO. 16;78324149;ZOILA ESTHELA JONFE OROZCO;JUAN ALBERTO MONROY GAYTAN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0179-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO MIXTO SAN FELIPE;CERRO SAN FELIPE DE JESUS 5A. AVE. ZONA 5 NO. 62 C;43665653;ZOILA ESTHELA JONFE OROZCO;HECTOR GEOVANI VELASQUEZ HERNANDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0182-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO POLITECNICO PEDAGOGICO ANTIGUEÑO;BARRIO SAN LUQUITAS NO. 29;79370154;ZOILA ESTHELA JONFE OROZCO;INGRID LISBETH SOLORZANO SOLIS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0184-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO MUNDO VERDE;2DA. AVENIDA SUR NO. 46;78320315;ZOILA ESTHELA JONFE OROZCO;MANUEL ANTONIO ESTRADA ORTIZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0186-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO POLITECNICO PEDAGOGICO ANTIGUEÑO;BARRI0 SAN LUQUITAS NO. 29;79370154;ZOILA ESTHELA JONFE OROZCO;INGRID LISBETH SOLORZANO SOLIS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0187-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO ROSALES;KM. 46.3 CARRETERA A CIUDAD VIEJA;77569111;ZOILA ESTHELA JONFE OROZCO;LIDIA ABELINA ROSALES CHAVEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0189-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO INNOVACION EDUCATIVA;CALLE DE LA AZOTEA NO. 23;78325547;ZOILA ESTHELA JONFE OROZCO;MIRIAM VERONICA JERONIMO HERNANDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0192-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;LICEO POLITECNICO PEDAGOGICO ANTIGÜEÑO;BARRIO SAN LUQUITAS NO. 29;77954936;ZOILA ESTHELA JONFE OROZCO;INGRID LISBETH SOLORZANO SOLIS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0194-46;03-016;SACATEPEQUEZ;ANTIGUA GUATEMALA;#NAME?;FINCA HACIENDA CARMONA, ALDEA SAN JUAN DEL OBISPO;42176394;IVONE ELIZABETH NAVAS BARRIOS;MARVIN EDUARDO GONZALEZ CARCURZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0195-46;03-001;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO NORMAL PARA VARONES ANTONIO LARRAZABAL;FINCA LA PRIMAVERA SALIDA A SANTA MARIA DE JESUS KM.2;78326559;MIRIAM ARACELY ORTIZ MENDOZA DE CHICOJAY;MANUEL ANTONIO ESTRADA ORTIZ;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0199-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO DR. JUAN JOSE AREVALO BERMEJO;BARRIO SAN LUQUITAS NO. 29;78429152;ZOILA ESTHELA JONFE OROZCO;ANA LUCRECIA ROMERO FLORES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0201-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO DR. JUAN JOSE AREVALO BERMEJO;BARRIO SAN LUQUITAS NO. 29;78429153;ZOILA ESTHELA JONFE OROZCO;ANA LUCRECIA ROMEROS FLORES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0203-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO ANTIGUA VERDE;S/N FINCA AZOTEA;40600023;ZOILA ESTHELA JONFE OROZCO;LIGIA KARINA CHACON ACHUTE;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0210-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO ANTIGUA;CALLE DEL HERMANO PEDRO FINAL PRIMAVERA ENTRADA DE SANTA ANA NO. 29, ALDEA SANTA ANA;78326275;ZOILA ESTHELA JONFE OROZCO;JOSE SALOMON RODRIGUEZ ROGEL;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0230-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO;"9A. CALLE ORIENTE NO. 13 ""A"",";78327261;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0260-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO 'CULTURA Y SUPERACION';3A. AVENIDA NORTE N-13 B;57877213;ZOILA ESTHELA JONFE OROZCO;SIN ESPECIFICAR;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;SACATEPÉQUEZ
03-01-0278-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO CENTRAL;5A. CALLE PONIENTE N-22;;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0305-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO MIXTO SANTIAGO DE LOS CABALLEROS;LOTIFICACION SAN PEDRO PANORAMA, LOTES 67,68 Y 69;41478868;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0811-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO TRIDENTINO;COLONIA SAN FRANCISCO N-7;78322944;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0835-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO TECNICO EMPRESARIAL;CALLE CHIPILAPA N-11;78326854;ZOILA ESTHELA JONFE OROZCO;JUAN JOSE CASTILLO REGUAN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0860-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO MIXTO INTEGRAL SANTIAGO;LOTIFICACION EL COROZAL NO. 6-7 ALDEA SANTA ANA;78325188;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0880-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;'TECNOLOGICO MODERNO' CENTRO EDUCACIONAL;9A. CALLE ORIENTE N-13 A;78328255;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0887-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;CENTRO EDUCATIVO DEL DISEÑO Y LA ALTA COSTURA;9A. CALLE A ORIENTE N-19;78824725;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-0947-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO ANTIGUA;COLONIA SAN FRANCISCO N-10;78326275;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-1034-46;03-012;SACATEPEQUEZ;ANTIGUA GUATEMALA;CENTRO PEDAGOGICO ANTIGUEÑO;CALLE DE LA PILA COLORADA NO.1;;;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-1035-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO MIXTO POLITECNICO PEDAGOGICO;ALDEA SAN GASPAR VIVAR NO.1;78325262;ZOILA ESTHELA JONFE OROZCO;ZOILA HAYDEE CRUZ CARRERA;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-1046-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;CENTRO EDUCATIVO EL VALLE;LOTIFICACION SANTIAGO DE LOS CABALLEROS N.6;78321184;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-1047-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO MIXTO CONSTANCIO C. VIGIL;2A. AV. SUR NO. 3;78320154;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-1056-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;INSTITUTO DE FORMACION SECRETARIAL;CALLE DEL ESPIRITU SANTO NO. 4.;78591906;ZOILA ESTHELA JONFE OROZCO;;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
03-01-1077-46;03-010;SACATEPEQUEZ;ANTIGUA GUATEMALA;COLEGIO TECNICO CIENTIFICO SAN MIGUEL;KM.1.5 CARRETERA CIUDAD VIEJA;78322410-78323310;ZOILA ESTHELA JONFE OROZCO;RICARDO ALBERTO ARGUETA VALLE;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);SACATEPÉQUEZ
